Date,City,Dept,Product,Sale,Prediction,Type,,Difference
15-12-2013,A,Mens Lower,15353,1,11,History,,-10
15-12-2013,C,Mens Lower,15353,3,2,History,,1
15-12-2013,A,Mens Lower,15355,9,8,History,,1
15-12-2013,C,Mens Lower,15355,4,6,History,,-2
15-12-2013,A,Mens Lower,15356,1,4,History,,-3
15-12-2013,C,Mens Lower,15356,3,4,History,,-1
15-12-2013,A,Mens Lower,15357,4,6,History,,-2
15-12-2013,C,Mens Lower,15357,2,6,History,,-4
15-12-2013,A,Mens Lower,25943,23,28,History,,-5
15-12-2013,C,Mens Lower,25943,8,6,History,,2
15-12-2013,A,Mens Lower,52,2,4,History,,-2
15-12-2013,C,Mens Lower,52,1,0,History,,1
15-12-2013,A,Mens Upper,20,0,0,History,,0
15-12-2013,A,Mens Upper,2885,0,0,History,,0
15-12-2013,C,Mens Upper,2885,0,1,History,,-1
15-12-2013,A,Mens Upper,2886,0,1,History,,-1
15-12-2013,C,Mens Upper,2886,0,0,History,,0
15-12-2013,A,Mens Upper,2887,0,0,History,,0
15-12-2013,C,Mens Upper,2887,0,0,History,,0
15-12-2013,A,Mens Upper,19453,0,1,History,,-1
15-12-2013,C,Mens Upper,19453,0,1,History,,-1
15-12-2013,A,Mens Upper,2598,0,4,History,,-4
15-12-2013,C,Mens Upper,2598,0,0,History,,0
15-12-2013,A,Mens Upper,2599,0,1,History,,-1
15-12-2013,C,Mens Upper,2599,0,0,History,,0
15-12-2013,A,Mens Upper,2600,0,1,History,,-1
15-12-2013,C,Mens Upper,2600,0,0,History,,0
15-12-2013,A,Mens Upper,2601,0,0,History,,0
15-12-2013,C,Mens Upper,2601,0,1,History,,-1
15-12-2013,A,Mens Upper,2724,4,1,History,,3
15-12-2013,C,Mens Upper,2724,2,4,History,,-2
15-12-2013,A,Mens Upper,2725,0,6,History,,-6
15-12-2013,C,Mens Upper,2725,0,0,History,,0
15-12-2013,A,Mens Upper,2726,0,1,History,,-1
15-12-2013,C,Mens Upper,2726,0,0,History,,0
15-12-2013,A,Mens Upper,29362,0,2,History,,-2
15-12-2013,C,Mens Upper,29362,0,0,History,,0
15-12-2013,A,Mens Upper,63,0,11,History,,-11
15-12-2013,C,Mens Upper,63,0,0,History,,0
22-12-2013,C,Footwear Mens,17295,4,2,History,,2
22-12-2013,A,Footwear Mens,17298,0,0,History,,0
22-12-2013,C,Footwear Mens,17298,2,1,History,,1
22-12-2013,C,Footwear Mens,17300,0,0,History,,0
22-12-2013,A,Home Furnishing,17514,9,9,History,,0
22-12-2013,C,Home Furnishing,17514,4,1,History,,3
22-12-2013,A,Home Furnishing,17515,0,4,History,,-4
22-12-2013,C,Home Furnishing,17515,1,3,History,,-2
22-12-2013,A,Home Furnishing,17516,0,2,History,,-2
22-12-2013,C,Home Furnishing,17516,2,0,History,,2
22-12-2013,A,Home Furnishing,17517,0,0,History,,0
22-12-2013,C,Home Furnishing,17517,0,0,History,,0
22-12-2013,A,Home Furnishing,17518,2,1,History,,1
22-12-2013,C,Home Furnishing,17518,0,0,History,,0
22-12-2013,A,Home Furnishing,17540,0,0,History,,0
22-12-2013,C,Home Furnishing,17540,1,1,History,,0
22-12-2013,A,Home Furnishing,243,0,0,History,,0
22-12-2013,C,Home Furnishing,243,0,1,History,,-1
22-12-2013,A,Home Furnishing,34327,10,10,History,,0
22-12-2013,C,Home Furnishing,34327,4,4,History,,0
22-12-2013,A,Infant W-Wear,13245,15,10,History,,5
22-12-2013,C,Infant W-Wear,13245,14,6,History,,8
22-12-2013,A,Infant W-Wear,13246,2,3,History,,-1
22-12-2013,C,Infant W-Wear,13246,7,4,History,,3
22-12-2013,A,Infant W-Wear,13247,0,0,History,,0
22-12-2013,A,Infant W-Wear,13248,0,0,History,,0
22-12-2013,A,Infant W-Wear,26947,6,7,History,,-1
22-12-2013,C,Infant W-Wear,26947,4,4,History,,0
22-12-2013,A,Ladies Lower,15663,4,2,History,,2
22-12-2013,C,Ladies Lower,15663,0,0,History,,0
22-12-2013,A,Ladies Lower,15664,13,12,History,,1
22-12-2013,C,Ladies Lower,15664,4,1,History,,3
22-12-2013,A,Ladies Lower,15665,0,0,History,,0
22-12-2013,C,Ladies Lower,15665,0,0,History,,0
22-12-2013,A,Ladies Lower,15666,7,3,History,,4
22-12-2013,C,Ladies Lower,15666,2,1,History,,1
22-12-2013,A,Ladies Lower,15667,8,5,History,,3
22-12-2013,C,Ladies Lower,15667,6,2,History,,4
22-12-2013,A,Ladies Lower,18108,0,0,History,,0
22-12-2013,C,Ladies Lower,18108,1,1,History,,0
22-12-2013,A,Ladies Lower,44,0,0,History,,0
22-12-2013,C,Ladies Lower,44,1,1,History,,0
22-12-2013,A,Ladies Upper,2871,0,0,History,,0
22-12-2013,C,Ladies Upper,2871,0,0,History,,0
22-12-2013,A,Ladies Upper,2875,0,9,History,,-9
22-12-2013,C,Ladies Upper,2875,0,3,History,,-3
22-12-2013,A,Ladies Upper,2876,0,0,History,,0
22-12-2013,C,Ladies Upper,2876,0,0,History,,0
22-12-2013,A,Ladies Upper,2877,0,1,History,,-1
22-12-2013,C,Ladies Upper,2877,0,0,History,,0
22-12-2013,A,Ladies Upper,2878,0,6,History,,-6
22-12-2013,C,Ladies Upper,2878,0,0,History,,0
22-12-2013,A,Ladies Upper,2880,0,1,History,,-1
22-12-2013,A,Mens Lower,15350,2,1,History,,1
22-12-2013,C,Mens Lower,15350,0,0,History,,0
22-12-2013,A,Mens Lower,15352,8,7,History,,1
22-12-2013,C,Mens Lower,15352,7,9,History,,-2
22-12-2013,A,Mens Lower,15353,7,2,History,,5
22-12-2013,C,Mens Lower,15353,5,3,History,,2
22-12-2013,A,Mens Lower,15355,17,14,History,,3
22-12-2013,C,Mens Lower,15355,7,3,History,,4
22-12-2013,A,Mens Lower,15356,6,1,History,,5
22-12-2013,C,Mens Lower,15356,7,6,History,,1
22-12-2013,A,Mens Lower,15357,4,3,History,,1
22-12-2013,C,Mens Lower,15357,3,3,History,,0
22-12-2013,A,Mens Lower,25943,22,22,History,,0
22-12-2013,C,Mens Lower,25943,7,4,History,,3
22-12-2013,A,Mens Lower,52,0,0,History,,0
22-12-2013,C,Mens Lower,52,0,0,History,,0
22-12-2013,A,Mens Upper,20,0,0,History,,0
22-12-2013,A,Mens Upper,2885,0,1,History,,-1
22-12-2013,C,Mens Upper,2885,0,0,History,,0
22-12-2013,A,Mens Upper,2886,0,0,History,,0
22-12-2013,C,Mens Upper,2886,0,0,History,,0
22-12-2013,A,Mens Upper,2887,0,1,History,,-1
22-12-2013,C,Mens Upper,2887,0,0,History,,0
22-12-2013,A,Mens Upper,19453,0,1,History,,-1
22-12-2013,C,Mens Upper,19453,0,0,History,,0
22-12-2013,A,Mens Upper,2598,1,0,History,,1
22-12-2013,C,Mens Upper,2598,0,0,History,,0
22-12-2013,A,Mens Upper,2599,0,4,History,,-4
22-12-2013,C,Mens Upper,2599,0,0,History,,0
22-12-2013,A,Mens Upper,2600,0,0,History,,0
22-12-2013,C,Mens Upper,2600,0,0,History,,0
22-12-2013,A,Mens Upper,2601,0,0,History,,0
22-12-2013,C,Mens Upper,2601,0,1,History,,-1
22-12-2013,A,Mens Upper,2724,5,0,History,,5
22-12-2013,C,Mens Upper,2724,3,4,History,,-1
22-12-2013,A,Mens Upper,2725,0,0,History,,0
22-12-2013,C,Mens Upper,2725,1,0,History,,1
22-12-2013,A,Mens Upper,2726,0,0,History,,0
22-12-2013,C,Mens Upper,2726,0,0,History,,0
22-12-2013,A,Mens Upper,29362,0,0,History,,0
22-12-2013,C,Mens Upper,29362,0,0,History,,0
22-12-2013,A,Mens Upper,63,0,5,History,,-5
22-12-2013,C,Mens Upper,63,0,0,History,,0
29-12-2013,C,Footwear Mens,17295,1,1,History,,0
29-12-2013,A,Footwear Mens,17298,0,0,History,,0
29-12-2013,C,Footwear Mens,17298,1,0,History,,1
29-12-2013,C,Footwear Mens,17300,1,0,History,,1
29-12-2013,A,Home Furnishing,17514,1,3,History,,-2
29-12-2013,C,Home Furnishing,17514,5,5,History,,0
29-12-2013,A,Home Furnishing,17515,2,2,History,,0
29-12-2013,C,Home Furnishing,17515,3,2,History,,1
29-12-2013,A,Home Furnishing,17516,0,1,History,,-1
29-12-2013,C,Home Furnishing,17516,2,3,History,,-1
29-12-2013,A,Home Furnishing,17517,0,0,History,,0
29-12-2013,C,Home Furnishing,17517,0,0,History,,0
29-12-2013,A,Home Furnishing,17518,8,3,History,,5
29-12-2013,C,Home Furnishing,17518,0,0,History,,0
29-12-2013,A,Home Furnishing,17540,0,0,History,,0
29-12-2013,C,Home Furnishing,17540,0,0,History,,0
29-12-2013,A,Home Furnishing,243,0,1,History,,-1
29-12-2013,C,Home Furnishing,243,0,0,History,,0
29-12-2013,A,Home Furnishing,34327,6,6,History,,0
29-12-2013,C,Home Furnishing,34327,2,1,History,,1
29-12-2013,A,Infant W-Wear,13245,19,11,History,,8
29-12-2013,C,Infant W-Wear,13245,8,7,History,,1
29-12-2013,A,Infant W-Wear,13246,3,3,History,,0
29-12-2013,C,Infant W-Wear,13246,1,2,History,,-1
29-12-2013,A,Infant W-Wear,13247,0,0,History,,0
29-12-2013,A,Infant W-Wear,13248,0,1,History,,-1
29-12-2013,A,Infant W-Wear,26947,10,8,History,,2
29-12-2013,C,Infant W-Wear,26947,4,5,History,,-1
29-12-2013,A,Ladies Lower,15663,2,3,History,,-1
29-12-2013,C,Ladies Lower,15663,2,1,History,,1
29-12-2013,A,Ladies Lower,15664,11,14,History,,-3
29-12-2013,C,Ladies Lower,15664,3,2,History,,1
29-12-2013,A,Ladies Lower,15665,0,0,History,,0
29-12-2013,C,Ladies Lower,15665,0,0,History,,0
29-12-2013,A,Ladies Lower,15666,3,4,History,,-1
29-12-2013,C,Ladies Lower,15666,0,0,History,,0
29-12-2013,A,Ladies Lower,15667,9,8,History,,1
29-12-2013,C,Ladies Lower,15667,6,6,History,,0
29-12-2013,A,Ladies Lower,18108,0,0,History,,0
29-12-2013,C,Ladies Lower,18108,0,1,History,,-1
29-12-2013,A,Ladies Lower,44,0,0,History,,0
29-12-2013,C,Ladies Lower,44,1,1,History,,0
29-12-2013,A,Ladies Upper,2871,0,0,History,,0
29-12-2013,C,Ladies Upper,2871,1,0,History,,1
29-12-2013,A,Ladies Upper,2875,0,0,History,,0
29-12-2013,C,Ladies Upper,2875,0,2,History,,-2
29-12-2013,A,Ladies Upper,2876,0,0,History,,0
29-12-2013,C,Ladies Upper,2876,0,0,History,,0
29-12-2013,A,Ladies Upper,2877,1,0,History,,1
29-12-2013,C,Ladies Upper,2877,0,0,History,,0
29-12-2013,A,Ladies Upper,2878,0,0,History,,0
29-12-2013,C,Ladies Upper,2878,0,1,History,,-1
29-12-2013,A,Ladies Upper,2880,0,0,History,,0
29-12-2013,A,Mens Lower,15350,4,2,History,,2
29-12-2013,C,Mens Lower,15350,5,3,History,,2
29-12-2013,A,Mens Lower,15352,8,5,History,,3
29-12-2013,C,Mens Lower,15352,10,9,History,,1
29-12-2013,A,Mens Lower,15353,6,4,History,,2
29-12-2013,C,Mens Lower,15353,4,4,History,,0
29-12-2013,A,Mens Lower,15355,15,11,History,,4
29-12-2013,C,Mens Lower,15355,4,3,History,,1
29-12-2013,A,Mens Lower,15356,2,4,History,,-2
29-12-2013,C,Mens Lower,15356,8,5,History,,3
29-12-2013,A,Mens Lower,15357,9,5,History,,4
29-12-2013,C,Mens Lower,15357,3,3,History,,0
29-12-2013,A,Mens Lower,25943,24,24,History,,0
29-12-2013,C,Mens Lower,25943,2,6,History,,-4
29-12-2013,A,Mens Lower,52,0,0,History,,0
29-12-2013,C,Mens Lower,52,1,1,History,,0
29-12-2013,A,Mens Upper,20,0,0,History,,0
29-12-2013,A,Mens Upper,2885,0,0,History,,0
29-12-2013,C,Mens Upper,2885,0,0,History,,0
29-12-2013,A,Mens Upper,2886,0,0,History,,0
29-12-2013,C,Mens Upper,2886,0,0,History,,0
29-12-2013,A,Mens Upper,2887,0,0,History,,0
29-12-2013,C,Mens Upper,2887,1,0,History,,1
29-12-2013,A,Mens Upper,19453,0,0,History,,0
29-12-2013,C,Mens Upper,19453,0,0,History,,0
29-12-2013,A,Mens Upper,2598,0,0,History,,0
29-12-2013,C,Mens Upper,2598,0,0,History,,0
29-12-2013,A,Mens Upper,2599,0,0,History,,0
29-12-2013,C,Mens Upper,2599,0,1,History,,-1
29-12-2013,A,Mens Upper,2600,0,0,History,,0
29-12-2013,C,Mens Upper,2600,0,1,History,,-1
29-12-2013,A,Mens Upper,2601,0,0,History,,0
29-12-2013,C,Mens Upper,2601,0,0,History,,0
29-12-2013,A,Mens Upper,2724,0,1,History,,-1
29-12-2013,C,Mens Upper,2724,4,3,History,,1
29-12-2013,A,Mens Upper,2725,0,0,History,,0
29-12-2013,C,Mens Upper,2725,1,1,History,,0
29-12-2013,A,Mens Upper,2726,0,1,History,,-1
29-12-2013,C,Mens Upper,2726,0,0,History,,0
29-12-2013,A,Mens Upper,29362,0,0,History,,0
29-12-2013,C,Mens Upper,29362,0,0,History,,0
29-12-2013,A,Mens Upper,63,0,0,History,,0
29-12-2013,C,Mens Upper,63,1,0,History,,1
06-01-2014,C,Footwear Mens,17295,1,0,History,,1
06-01-2014,A,Footwear Mens,17298,0,0,History,,0
06-01-2014,C,Footwear Mens,17298,2,3,History,,-1
06-01-2014,C,Footwear Mens,17300,0,0,History,,0
06-01-2014,A,Home Furnishing,17514,3,7,History,,-4
06-01-2014,C,Home Furnishing,17514,0,1,History,,-1
06-01-2014,A,Home Furnishing,17515,1,2,History,,-1
06-01-2014,C,Home Furnishing,17515,3,3,History,,0
06-01-2014,A,Home Furnishing,17516,0,2,History,,-2
06-01-2014,C,Home Furnishing,17516,0,2,History,,-2
06-01-2014,A,Home Furnishing,17517,0,0,History,,0
06-01-2014,C,Home Furnishing,17517,0,0,History,,0
06-01-2014,A,Home Furnishing,17518,7,5,History,,2
06-01-2014,C,Home Furnishing,17518,0,0,History,,0
06-01-2014,A,Home Furnishing,17540,2,2,History,,0
06-01-2014,C,Home Furnishing,17540,2,2,History,,0
06-01-2014,A,Home Furnishing,243,3,2,History,,1
06-01-2014,C,Home Furnishing,243,2,1,History,,1
06-01-2014,A,Home Furnishing,34327,0,0,History,,0
06-01-2014,C,Home Furnishing,34327,0,0,History,,0
06-01-2014,A,Infant W-Wear,13245,0,1,History,,-1
06-01-2014,C,Infant W-Wear,13245,0,0,History,,0
06-01-2014,A,Infant W-Wear,13246,0,0,History,,0
06-01-2014,C,Infant W-Wear,13246,0,0,History,,0
06-01-2014,A,Infant W-Wear,13247,0,0,History,,0
06-01-2014,A,Infant W-Wear,13248,0,0,History,,0
06-01-2014,A,Infant W-Wear,26947,0,1,History,,-1
06-01-2014,C,Infant W-Wear,26947,0,0,History,,0
06-01-2014,A,Ladies Lower,15663,2,2,History,,0
06-01-2014,C,Ladies Lower,15663,3,2,History,,1
06-01-2014,A,Ladies Lower,15664,8,6,History,,2
06-01-2014,C,Ladies Lower,15664,3,3,History,,0
06-01-2014,A,Ladies Lower,15665,0,0,History,,0
06-01-2014,C,Ladies Lower,15665,0,1,History,,-1
06-01-2014,A,Ladies Lower,15666,4,7,History,,-3
06-01-2014,C,Ladies Lower,15666,2,0,History,,2
06-01-2014,A,Ladies Lower,15667,11,9,History,,2
06-01-2014,C,Ladies Lower,15667,3,2,History,,1
06-01-2014,A,Ladies Lower,18108,5,5,History,,0
06-01-2014,C,Ladies Lower,18108,4,2,History,,2
06-01-2014,A,Ladies Lower,44,1,0,History,,1
06-01-2014,C,Ladies Lower,44,0,1,History,,-1
06-01-2014,A,Ladies Upper,2871,93,112,History,,-19
06-01-2014,C,Ladies Upper,2871,53,42,History,,11
06-01-2014,A,Ladies Upper,2875,67,55,History,,12
06-01-2014,C,Ladies Upper,2875,28,20,History,,8
06-01-2014,A,Ladies Upper,2876,15,18,History,,-3
06-01-2014,C,Ladies Upper,2876,15,12,History,,3
06-01-2014,A,Ladies Upper,2877,10,10,History,,0
06-01-2014,C,Ladies Upper,2877,8,7,History,,1
06-01-2014,A,Ladies Upper,2878,162,109,History,,53
06-01-2014,C,Ladies Upper,2878,79,77,History,,2
06-01-2014,A,Ladies Upper,2879,0,0,History,,0
06-01-2014,C,Ladies Upper,2879,0,0,History,,0
06-01-2014,A,Ladies Upper,2880,14,11,History,,3
06-01-2014,C,Ladies Upper,2880,4,4,History,,0
06-01-2014,A,Ladies Upper,33260,0,0,History,,0
06-01-2014,C,Ladies Upper,33260,0,0,History,,0
06-01-2014,A,Mens Lower,15350,11,9,History,,2
06-01-2014,C,Mens Lower,15350,7,4,History,,3
06-01-2014,A,Mens Lower,15352,4,6,History,,-2
06-01-2014,C,Mens Lower,15352,8,10,History,,-2
06-01-2014,A,Mens Lower,15353,8,7,History,,1
06-01-2014,C,Mens Lower,15353,12,7,History,,5
06-01-2014,A,Mens Lower,15355,17,10,History,,7
06-01-2014,C,Mens Lower,15355,9,8,History,,1
06-01-2014,A,Mens Lower,15356,3,5,History,,-2
06-01-2014,C,Mens Lower,15356,3,1,History,,2
06-01-2014,A,Mens Lower,15357,22,15,History,,7
06-01-2014,C,Mens Lower,15357,14,6,History,,8
06-01-2014,A,Mens Lower,25943,21,22,History,,-1
06-01-2014,C,Mens Lower,25943,20,16,History,,4
06-01-2014,A,Mens Lower,52,10,6,History,,4
06-01-2014,C,Mens Lower,52,3,1,History,,2
06-01-2014,A,Mens Upper,20,1,1,History,,0
06-01-2014,A,Mens Upper,2885,3,5,History,,-2
06-01-2014,C,Mens Upper,2885,4,3,History,,1
06-01-2014,A,Mens Upper,2886,8,5,History,,3
06-01-2014,C,Mens Upper,2886,1,2,History,,-1
06-01-2014,A,Mens Upper,2887,5,6,History,,-1
06-01-2014,C,Mens Upper,2887,6,6,History,,0
06-01-2014,A,Mens Upper,19453,21,10,History,,11
06-01-2014,C,Mens Upper,19453,4,4,History,,0
06-01-2014,A,Mens Upper,2598,85,88,History,,-3
06-01-2014,C,Mens Upper,2598,37,35,History,,2
06-01-2014,A,Mens Upper,2599,84,66,History,,18
06-01-2014,C,Mens Upper,2599,20,8,History,,12
06-01-2014,A,Mens Upper,2600,34,36,History,,-2
06-01-2014,C,Mens Upper,2600,11,9,History,,2
06-01-2014,A,Mens Upper,2601,21,16,History,,5
06-01-2014,C,Mens Upper,2601,4,1,History,,3
06-01-2014,A,Mens Upper,2724,107,93,History,,14
06-01-2014,C,Mens Upper,2724,30,16,History,,14
06-01-2014,A,Mens Upper,2725,92,61,History,,31
06-01-2014,C,Mens Upper,2725,39,22,History,,17
06-01-2014,A,Mens Upper,2726,19,12,History,,7
06-01-2014,C,Mens Upper,2726,4,3,History,,1
06-01-2014,A,Mens Upper,29362,32,47,History,,-15
06-01-2014,C,Mens Upper,29362,20,29,History,,-9
06-01-2014,A,Mens Upper,63,219,129,History,,90
06-01-2014,C,Mens Upper,63,103,88,History,,15
19-01-2014,C,Footwear Mens,17295,1,0,History,,1
19-01-2014,A,Footwear Mens,17298,0,0,History,,0
19-01-2014,C,Footwear Mens,17298,4,4,History,,0
19-01-2014,C,Footwear Mens,17300,2,3,History,,-1
19-01-2014,A,Home Furnishing,17514,2,2,History,,0
19-01-2014,C,Home Furnishing,17514,1,1,History,,0
19-01-2014,A,Home Furnishing,17515,0,3,History,,-3
19-01-2014,C,Home Furnishing,17515,0,2,History,,-2
19-01-2014,A,Home Furnishing,17516,3,0,History,,3
19-01-2014,C,Home Furnishing,17516,0,1,History,,-1
19-01-2014,A,Home Furnishing,17517,0,0,History,,0
19-01-2014,C,Home Furnishing,17517,0,0,History,,0
19-01-2014,A,Home Furnishing,17518,1,4,History,,-3
19-01-2014,C,Home Furnishing,17518,0,1,History,,-1
19-01-2014,A,Home Furnishing,17540,0,1,History,,-1
19-01-2014,C,Home Furnishing,17540,0,0,History,,0
19-01-2014,A,Home Furnishing,243,1,1,History,,0
19-01-2014,C,Home Furnishing,243,0,0,History,,0
19-01-2014,A,Home Furnishing,34327,4,5,History,,-1
19-01-2014,C,Home Furnishing,34327,12,9,History,,3
19-01-2014,A,Infant W-Wear,13245,15,11,History,,4
19-01-2014,C,Infant W-Wear,13245,8,8,History,,0
19-01-2014,A,Infant W-Wear,13246,3,4,History,,-1
19-01-2014,C,Infant W-Wear,13246,3,2,History,,1
19-01-2014,A,Infant W-Wear,13247,0,0,History,,0
19-01-2014,A,Infant W-Wear,13248,0,0,History,,0
19-01-2014,A,Infant W-Wear,26947,13,9,History,,4
19-01-2014,C,Infant W-Wear,26947,1,4,History,,-3
19-01-2014,A,Ladies Lower,15663,0,1,History,,-1
19-01-2014,C,Ladies Lower,15663,0,0,History,,0
19-01-2014,A,Ladies Lower,15664,9,9,History,,0
19-01-2014,C,Ladies Lower,15664,6,3,History,,3
19-01-2014,A,Ladies Lower,15665,2,1,History,,1
19-01-2014,C,Ladies Lower,15665,0,0,History,,0
19-01-2014,A,Ladies Lower,15666,1,1,History,,0
19-01-2014,C,Ladies Lower,15666,0,1,History,,-1
19-01-2014,A,Ladies Lower,15667,7,4,History,,3
19-01-2014,C,Ladies Lower,15667,1,4,History,,-3
19-01-2014,A,Ladies Lower,18108,2,0,History,,2
19-01-2014,C,Ladies Lower,18108,1,2,History,,-1
19-01-2014,A,Ladies Lower,44,2,1,History,,1
19-01-2014,C,Ladies Lower,44,2,1,History,,1
19-01-2014,A,Ladies Upper,2871,1,2,History,,-1
19-01-2014,C,Ladies Upper,2871,1,0,History,,1
19-01-2014,A,Ladies Upper,2875,4,2,History,,2
19-01-2014,C,Ladies Upper,2875,0,2,History,,-2
19-01-2014,A,Ladies Upper,2876,0,0,History,,0
19-01-2014,C,Ladies Upper,2876,0,1,History,,-1
19-01-2014,A,Ladies Upper,2877,0,0,History,,0
19-01-2014,C,Ladies Upper,2877,0,1,History,,-1
19-01-2014,A,Ladies Upper,2878,6,0,History,,6
19-01-2014,C,Ladies Upper,2878,0,0,History,,0
19-01-2014,A,Ladies Upper,2880,0,0,History,,0
19-01-2014,A,Mens Lower,15350,4,5,History,,-1
19-01-2014,C,Mens Lower,15350,4,1,History,,3
19-01-2014,A,Mens Lower,15352,9,7,History,,2
19-01-2014,C,Mens Lower,15352,9,9,History,,0
19-01-2014,A,Mens Lower,15353,8,9,History,,-1
19-01-2014,C,Mens Lower,15353,12,9,History,,3
19-01-2014,A,Mens Lower,15355,15,18,History,,-3
19-01-2014,C,Mens Lower,15355,6,5,History,,1
19-01-2014,A,Mens Lower,15356,3,9,History,,-6
19-01-2014,C,Mens Lower,15356,13,6,History,,7
19-01-2014,A,Mens Lower,15357,9,8,History,,1
19-01-2014,C,Mens Lower,15357,3,6,History,,-3
19-01-2014,A,Mens Lower,25943,27,19,History,,8
19-01-2014,C,Mens Lower,25943,10,11,History,,-1
19-01-2014,A,Mens Lower,52,3,4,History,,-1
19-01-2014,C,Mens Lower,52,3,3,History,,0
19-01-2014,A,Mens Upper,20,0,0,History,,0
19-01-2014,A,Mens Upper,2885,0,1,History,,-1
19-01-2014,C,Mens Upper,2885,0,1,History,,-1
19-01-2014,A,Mens Upper,2886,0,0,History,,0
19-01-2014,C,Mens Upper,2886,0,1,History,,-1
19-01-2014,A,Mens Upper,2887,0,0,History,,0
19-01-2014,C,Mens Upper,2887,0,1,History,,-1
19-01-2014,A,Mens Upper,19453,0,2,History,,-2
19-01-2014,C,Mens Upper,19453,0,0,History,,0
19-01-2014,A,Mens Upper,2598,0,7,History,,-7
19-01-2014,C,Mens Upper,2598,0,1,History,,-1
19-01-2014,A,Mens Upper,2599,0,0,History,,0
19-01-2014,C,Mens Upper,2599,0,2,History,,-2
19-01-2014,A,Mens Upper,2600,0,5,History,,-5
19-01-2014,C,Mens Upper,2600,0,1,History,,-1
19-01-2014,A,Mens Upper,2601,0,5,History,,-5
19-01-2014,C,Mens Upper,2601,1,1,History,,0
19-01-2014,A,Mens Upper,2724,2,8,History,,-6
19-01-2014,C,Mens Upper,2724,6,10,History,,-4
19-01-2014,A,Mens Upper,2725,0,0,History,,0
19-01-2014,C,Mens Upper,2725,0,1,History,,-1
19-01-2014,A,Mens Upper,2726,0,2,History,,-2
19-01-2014,C,Mens Upper,2726,0,0,History,,0
19-01-2014,A,Mens Upper,29362,0,0,History,,0
19-01-2014,C,Mens Upper,29362,0,0,History,,0
19-01-2014,A,Mens Upper,63,0,0,History,,0
19-01-2014,C,Mens Upper,63,0,0,History,,0
26-01-2014,C,Footwear Mens,17295,1,0,History,,1
26-01-2014,A,Footwear Mens,17298,0,1,History,,-1
26-01-2014,C,Footwear Mens,17298,3,3,History,,0
26-01-2014,C,Footwear Mens,17300,1,0,History,,1
26-01-2014,A,Home Furnishing,17514,8,3,History,,5
26-01-2014,C,Home Furnishing,17514,3,3,History,,0
26-01-2014,A,Home Furnishing,17515,3,3,History,,0
26-01-2014,C,Home Furnishing,17515,2,1,History,,1
26-01-2014,A,Home Furnishing,17516,0,1,History,,-1
26-01-2014,C,Home Furnishing,17516,0,1,History,,-1
26-01-2014,A,Home Furnishing,17517,0,0,History,,0
26-01-2014,C,Home Furnishing,17517,0,0,History,,0
26-01-2014,A,Home Furnishing,17518,0,0,History,,0
26-01-2014,C,Home Furnishing,17518,1,3,History,,-2
26-01-2014,A,Home Furnishing,17540,0,1,History,,-1
26-01-2014,C,Home Furnishing,17540,0,0,History,,0
26-01-2014,A,Home Furnishing,243,0,0,History,,0
26-01-2014,C,Home Furnishing,243,0,1,History,,-1
26-01-2014,A,Home Furnishing,34327,6,7,History,,-1
26-01-2014,C,Home Furnishing,34327,16,16,History,,0
26-01-2014,A,Infant W-Wear,13245,9,9,History,,0
26-01-2014,C,Infant W-Wear,13245,15,9,History,,6
26-01-2014,A,Infant W-Wear,13246,2,7,History,,-5
26-01-2014,C,Infant W-Wear,13246,1,2,History,,-1
26-01-2014,A,Infant W-Wear,13247,0,0,History,,0
26-01-2014,A,Infant W-Wear,13248,0,0,History,,0
26-01-2014,A,Infant W-Wear,26947,2,4,History,,-2
26-01-2014,C,Infant W-Wear,26947,1,2,History,,-1
26-01-2014,A,Ladies Lower,15663,3,1,History,,2
26-01-2014,C,Ladies Lower,15663,1,1,History,,0
26-01-2014,A,Ladies Lower,15664,13,10,History,,3
26-01-2014,C,Ladies Lower,15664,5,3,History,,2
26-01-2014,A,Ladies Lower,15665,0,0,History,,0
26-01-2014,C,Ladies Lower,15665,0,0,History,,0
26-01-2014,A,Ladies Lower,15666,4,5,History,,-1
26-01-2014,C,Ladies Lower,15666,1,1,History,,0
26-01-2014,A,Ladies Lower,15667,8,7,History,,1
26-01-2014,C,Ladies Lower,15667,3,1,History,,2
26-01-2014,A,Ladies Lower,18108,0,1,History,,-1
26-01-2014,C,Ladies Lower,18108,0,0,History,,0
26-01-2014,A,Ladies Lower,44,1,1,History,,0
26-01-2014,C,Ladies Lower,44,0,1,History,,-1
26-01-2014,A,Ladies Upper,2871,8,3,History,,5
26-01-2014,C,Ladies Upper,2871,24,4,History,,20
26-01-2014,A,Ladies Upper,2875,7,9,History,,-2
26-01-2014,C,Ladies Upper,2875,32,11,History,,21
26-01-2014,A,Ladies Upper,2876,1,0,History,,1
26-01-2014,C,Ladies Upper,2876,2,0,History,,2
26-01-2014,A,Ladies Upper,2877,1,1,History,,0
26-01-2014,C,Ladies Upper,2877,2,0,History,,2
26-01-2014,A,Ladies Upper,2878,7,4,History,,3
26-01-2014,C,Ladies Upper,2878,1,0,History,,1
26-01-2014,A,Ladies Upper,2880,0,1,History,,-1
26-01-2014,A,Mens Lower,15350,5,5,History,,0
26-01-2014,C,Mens Lower,15350,11,11,History,,0
26-01-2014,A,Mens Lower,15352,3,11,History,,-8
